longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN
-118.36,33.96,17.0,3431.0,934.0,2365.0,810.0,3.0393,129200.0,1,0,0,0,0
-117.86,33.71,21.0,1795.0,406.0,2246.0,400.0,3.152,152800.0,1,0,0,0,0
-121.91,37.93,13.0,1610.0,198.0,703.0,217.0,8.7059,329400.0,0,1,0,0,0
-118.22,33.94,40.0,930.0,258.0,1203.0,244.0,2.5938,115400.0,1,0,0,0,0
-122.27,37.85,52.0,1966.0,347.0,793.0,331.0,2.775,152500.0,0,0,0,1,0
-118.62,34.2,32.0,3233.0,553.0,1678.0,545.0,5.0025,234900.0,1,0,0,0,0
-118.42,33.9,37.0,1576.0,345.0,662.0,340.0,5.308,500001.0,1,0,0,0,0
-121.92,37.3,36.0,2088.0,358.0,772.0,347.0,4.2762,310100.0,1,0,0,0,0
-124.22,41.73,28.0,3003.0,699.0,1530.0,653.0,1.7038,78300.0,0,0,0,0,1
-122.03,38.24,16.0,1104.0,164.0,495.0,156.0,5.4074,157700.0,0,1,0,0,0
-121.46,38.66,3.0,3438.0,603.0,1602.0,554.0,3.9914,120500.0,0,1,0,0,0
-118.09,34.02,33.0,4853.0,1105.0,2855.0,1006.0,3.2622,208600.0,1,0,0,0,0
-118.17,34.08,39.0,787.0,181.0,731.0,179.0,3.2279,158500.0,1,0,0,0,0
-117.91,33.83,32.0,1855.0,527.0,2568.0,504.0,2.5509,170800.0,1,0,0,0,0
-117.17,32.83,24.0,3541.0,530.0,1591.0,530.0,5.3538,212500.0,0,0,0,0,1
-116.98,32.72,15.0,4209.0,680.0,1914.0,641.0,4.5135,158300.0,1,0,0,0,0
-121.53,38.58,35.0,1316.0,321.0,732.0,336.0,2.1213,79200.0,0,1,0,0,0
-118.32,33.98,47.0,949.0,210.0,574.0,217.0,2.175,114700.0,1,0,0,0,0
-121.85,37.72,43.0,228.0,40.0,83.0,42.0,10.3203,400000.0,0,1,0,0,0
-122.47,37.76,52.0,2941.0,783.0,1545.0,726.0,2.9899,406500.0,0,0,0,1,0
-118.31,34.06,34.0,1848.0,667.0,1351.0,589.0,2.0547,410000.0,1,0,0,0,0
-122.73,39.04,23.0,1618.0,395.0,425.0,244.0,1.9833,111500.0,0,1,0,0,0
-119.03,35.41,37.0,1761.0,443.0,911.0,365.0,2.0331,53200.0,0,1,0,0,0
-121.32,37.98,20.0,1591.0,589.0,1916.0,536.0,1.3531,94600.0,0,1,0,0,0
-117.87,34.12,34.0,1004.0,220.0,772.0,217.0,3.8571,174500.0,1,0,0,0,0
-117.95,33.9,15.0,3057.0,479.0,1679.0,498.0,6.8429,372600.0,1,0,0,0,0
-117.9,34.13,37.0,1801.0,422.0,1564.0,425.0,3.1597,133000.0,1,0,0,0,0
-122.39,37.8,25.0,4561.0,1474.0,1525.0,1169.0,4.5581,500001.0,0,0,0,1,0
-117.93,33.85,25.0,1026.0,288.0,1646.0,283.0,4.2019,163900.0,1,0,0,0,0
-117.91,34.08,33.0,2325.0,452.0,1170.0,445.0,3.6625,217100.0,1,0,0,0,0
-122.23,37.48,38.0,1578.0,399.0,879.0,388.0,2.7969,298400.0,0,0,0,0,1
-119.19,34.19,35.0,2599.0,552.0,2726.0,543.0,3.2212,180500.0,0,0,0,0,1
-117.27,34.06,20.0,5258.0,1514.0,3780.0,1404.0,2.025,85700.0,0,1,0,0,0
-118.58,34.25,23.0,4883.0,769.0,2119.0,725.0,5.521,280800.0,1,0,0,0,0
-124.14,41.06,32.0,1020.0,215.0,421.0,198.0,3.0208,143400.0,0,0,0,0,1
-118.09,34.01,31.0,1108.0,238.0,1151.0,229.0,4.3333,149500.0,1,0,0,0,0
-121.65,39.35,24.0,1003.0,251.0,1098.0,227.0,1.7552,86400.0,0,1,0,0,0
-118.04,33.85,23.0,3132.0,469.0,1646.0,478.0,5.777,315900.0,1,0,0,0,0
-117.24,32.98,4.0,6423.0,1042.0,2607.0,983.0,7.6348,337000.0,0,0,0,0,1
-117.9,33.74,24.0,1435.0,494.0,3171.0,504.0,3.0833,151700.0,1,0,0,0,0
-121.3,38.63,31.0,1817.0,372.0,992.0,339.0,3.0972,150000.0,0,1,0,0,0
-118.13,34.03,31.0,4267.0,1070.0,3176.0,1071.0,3.0212,208200.0,1,0,0,0,0
-117.38,34.11,36.0,1497.0,264.0,894.0,275.0,3.3066,96300.0,0,1,0,0,0
-121.31,38.58,10.0,2421.0,580.0,962.0,497.0,2.5035,112500.0,0,1,0,0,0
-117.98,34.03,21.0,797.0,162.0,484.0,166.0,2.625,191100.0,1,0,0,0,0
-120.45,34.96,26.0,1949.0,396.0,1575.0,377.0,2.875,121400.0,1,0,0,0,0
-122.19,37.75,28.0,856.0,189.0,435.0,162.0,0.8012,81800.0,0,0,0,1,0
-121.29,38.28,11.0,1554.0,260.0,793.0,233.0,4.8073,156700.0,0,1,0,0,0
-118.0,33.97,30.0,6540.0,991.0,3124.0,953.0,6.0663,372600.0,1,0,0,0,0
-120.66,35.49,17.0,4422.0,945.0,2307.0,885.0,2.8285,171300.0,1,0,0,0,0
-119.72,34.77,35.0,2469.0,553.0,1168.0,427.0,2.4583,62100.0,1,0,0,0,0
-120.43,37.32,16.0,1170.0,178.0,566.0,181.0,5.2522,125300.0,0,1,0,0,0
-120.09,39.92,19.0,2335.0,518.0,1028.0,383.0,1.7267,60700.0,0,1,0,0,0
-117.9,34.04,15.0,11989.0,2185.0,6652.0,2081.0,4.5554,278300.0,1,0,0,0,0
-121.45,38.56,52.0,3420.0,555.0,1301.0,530.0,4.0417,173800.0,0,1,0,0,0
-118.44,34.17,29.0,2685.0,642.0,1085.0,599.0,3.2763,279400.0,1,0,0,0,0
-121.98,37.33,30.0,3742.0,633.0,1721.0,631.0,6.1388,302400.0,1,0,0,0,0
-118.21,34.08,52.0,3672.0,808.0,3062.0,764.0,2.6806,153000.0,1,0,0,0,0
-122.12,37.85,18.0,5252.0,686.0,1870.0,657.0,8.0074,454100.0,0,0,0,1,0
-118.13,33.92,36.0,984.0,183.0,615.0,206.0,4.1786,201500.0,1,0,0,0,0
-121.69,37.14,12.0,4077.0,590.0,1618.0,540.0,5.2951,386200.0,1,0,0,0,0
-117.22,34.15,9.0,2524.0,352.0,1139.0,362.0,6.2516,159300.0,0,1,0,0,0
-122.3,37.89,36.0,1077.0,293.0,518.0,276.0,3.0208,206300.0,0,0,0,1,0
-122.32,37.92,28.0,4649.0,977.0,2606.0,953.0,3.2674,129100.0,0,0,0,1,0
-122.39,37.73,43.0,4864.0,972.0,3134.0,959.0,4.3393,217300.0,0,0,0,1,0
-118.26,33.97,46.0,1086.0,249.0,880.0,250.0,1.5962,95700.0,1,0,0,0,0
-121.98,37.97,26.0,2714.0,390.0,1232.0,409.0,5.9617,231100.0,0,1,0,0,0
-117.85,33.9,20.0,4026.0,648.0,1997.0,650.0,5.5918,260500.0,1,0,0,0,0
-117.11,33.14,10.0,3208.0,636.0,1395.0,582.0,3.4455,190500.0,1,0,0,0,0
-120.4,34.86,11.0,1633.0,348.0,504.0,327.0,2.0508,275000.0,1,0,0,0,0
-118.1,34.15,14.0,1442.0,369.0,782.0,343.0,2.7431,177500.0,0,1,0,0,0
-118.14,33.76,50.0,914.0,167.0,322.0,165.0,4.7361,418800.0,0,0,0,0,1
-121.99,37.4,24.0,3217.0,689.0,1196.0,684.0,3.4896,226700.0,1,0,0,0,0
-119.38,35.49,34.0,2304.0,437.0,1506.0,403.0,2.2071,64600.0,0,1,0,0,0
-117.18,32.69,44.0,2819.0,514.0,1258.0,503.0,4.4777,452800.0,0,0,0,0,1
-118.13,34.18,52.0,3094.0,519.0,1309.0,488.0,6.4223,310900.0,0,1,0,0,0
-118.04,33.8,33.0,2685.0,466.0,1359.0,476.0,5.0261,245100.0,1,0,0,0,0
-117.04,32.73,25.0,1375.0,267.0,1032.0,278.0,3.5492,125400.0,0,0,0,0,1
-122.03,36.96,18.0,2677.0,785.0,1391.0,656.0,2.5067,232600.0,0,0,0,0,1
-117.07,33.0,4.0,6242.0,1258.0,2211.0,1116.0,4.25,281600.0,1,0,0,0,0
-122.33,37.94,47.0,1882.0,361.0,797.0,342.0,3.5848,140800.0,0,0,0,1,0
-117.99,33.74,26.0,4065.0,741.0,1960.0,739.0,4.506,240000.0,1,0,0,0,0
-118.31,34.05,35.0,1692.0,423.0,1578.0,406.0,2.5313,305800.0,1,0,0,0,0
-120.5,37.3,29.0,1572.0,456.0,1697.0,429.0,1.76,63200.0,0,1,0,0,0
-116.25,33.75,33.0,278.0,91.0,375.0,81.0,2.025,50000.0,0,1,0,0,0
-119.55,34.38,17.0,1951.0,368.0,681.0,350.0,2.7275,500001.0,1,0,0,0,0
-122.67,38.25,32.0,1333.0,235.0,660.0,206.0,4.0729,288500.0,1,0,0,0,0
-117.9,33.63,26.0,4486.0,554.0,1598.0,549.0,10.1454,500001.0,1,0,0,0,0
-122.26,37.84,42.0,2555.0,665.0,1206.0,595.0,2.0804,226700.0,0,0,0,1,0
-118.02,33.71,23.0,5554.0,995.0,2408.0,936.0,5.3886,331900.0,1,0,0,0,0
-117.05,32.8,25.0,1905.0,250.0,865.0,253.0,6.4797,249000.0,1,0,0,0,0
-118.04,34.1,39.0,2302.0,412.0,1590.0,406.0,4.8017,273800.0,0,1,0,0,0
-118.41,34.0,37.0,1426.0,259.0,689.0,261.0,5.5284,331000.0,1,0,0,0,0
-117.93,33.86,36.0,931.0,279.0,778.0,303.0,2.6563,155000.0,1,0,0,0,0
-118.43,34.27,36.0,1002.0,250.0,1312.0,249.0,3.024,148000.0,1,0,0,0,0
-117.87,33.62,15.0,2209.0,275.0,735.0,274.0,15.0001,500001.0,1,0,0,0,0
-121.2,38.73,11.0,4897.0,636.0,1931.0,616.0,7.7499,334800.0,0,1,0,0,0
-120.79,38.43,40.0,1391.0,246.0,546.0,214.0,3.9107,129800.0,0,1,0,0,0
-121.82,36.86,17.0,1573.0,272.0,142.0,55.0,2.1719,420000.0,0,0,0,0,1
-118.04,34.11,37.0,1275.0,177.0,598.0,174.0,7.1885,500001.0,0,1,0,0,0
-119.74,36.79,28.0,2857.0,619.0,1614.0,592.0,2.1573,71400.0,0,1,0,0,0
-121.81,37.25,20.0,3398.0,771.0,1231.0,744.0,2.0288,350000.0,1,0,0,0,0
-117.89,33.86,28.0,1395.0,398.0,1220.0,362.0,3.3008,193800.0,1,0,0,0,0
-117.97,34.08,8.0,2027.0,480.0,1781.0,447.0,3.0806,142400.0,0,1,0,0,0
-118.49,34.02,30.0,2075.0,687.0,1026.0,592.0,3.1635,366700.0,1,0,0,0,0
-118.06,33.91,36.0,1360.0,271.0,909.0,275.0,4.6731,173300.0,1,0,0,0,0
-121.45,38.53,34.0,1893.0,415.0,884.0,395.0,2.1679,75400.0,0,1,0,0,0
-122.46,37.72,39.0,2254.0,,1388.0,404.0,2.9688,232000.0,0,0,0,0,1
-122.08,37.59,16.0,1816.0,365.0,1367.0,355.0,4.235,156300.0,0,0,0,1,0
-122.5,37.76,46.0,2226.0,480.0,1272.0,468.0,4.2644,284100.0,0,0,0,0,1
-118.3,33.99,47.0,2637.0,588.0,1903.0,521.0,1.8317,96500.0,1,0,0,0,0
-118.32,33.98,49.0,1412.0,333.0,901.0,328.0,1.7067,118600.0,1,0,0,0,0
-121.82,37.39,37.0,4137.0,636.0,1569.0,578.0,6.1008,286200.0,1,0,0,0,0
-117.66,34.08,33.0,3659.0,590.0,1773.0,615.0,3.9227,157200.0,0,1,0,0,0
-118.01,34.16,47.0,1745.0,270.0,753.0,275.0,5.532,318500.0,0,1,0,0,0
-122.72,40.17,16.0,396.0,78.0,188.0,72.0,1.3889,87500.0,0,1,0,0,0
-117.55,34.14,3.0,5710.0,919.0,2874.0,886.0,5.3638,206300.0,0,1,0,0,0
-117.06,32.67,29.0,4047.0,754.0,2353.0,730.0,4.0505,125000.0,0,0,0,0,1
-118.32,33.81,28.0,2142.0,445.0,1140.0,422.0,4.8438,346200.0,1,0,0,0,0
-122.45,37.78,52.0,3975.0,716.0,1515.0,691.0,5.0156,500001.0,0,0,0,1,0
-122.42,37.77,52.0,2185.0,656.0,1266.0,626.0,2.7794,350000.0,0,0,0,1,0
-117.03,32.71,34.0,2328.0,444.0,1684.0,429.0,3.25,99600.0,0,0,0,0,1
-117.35,33.21,24.0,1586.0,262.0,912.0,298.0,4.25,150300.0,0,0,0,0,1
-120.92,35.4,23.0,2059.0,354.0,636.0,278.0,3.6908,278800.0,0,0,0,0,1
-117.1,33.17,12.0,2465.0,412.0,1226.0,428.0,5.4819,183800.0,1,0,0,0,0
-118.33,34.09,30.0,1679.0,682.0,1445.0,579.0,2.1403,200000.0,1,0,0,0,0
-121.61,37.86,30.0,1428.0,287.0,989.0,287.0,3.691,154400.0,0,1,0,0,0
-117.74,34.02,33.0,2318.0,464.0,1904.0,451.0,3.7454,116400.0,0,1,0,0,0
-121.41,38.34,24.0,1605.0,277.0,1966.0,250.0,3.0833,162500.0,0,1,0,0,0
-118.05,34.07,32.0,4492.0,1075.0,4119.0,1035.0,3.2373,183100.0,1,0,0,0,0
-120.24,39.67,52.0,296.0,63.0,143.0,56.0,3.625,68600.0,0,1,0,0,0
-117.17,34.08,5.0,1473.0,228.0,842.0,257.0,4.875,138100.0,0,1,0,0,0
-121.3,38.04,8.0,2668.0,447.0,1713.0,444.0,4.0156,117600.0,0,1,0,0,0
-122.27,37.9,42.0,1650.0,274.0,645.0,256.0,5.6228,375400.0,0,0,0,1,0
-121.61,39.52,24.0,1610.0,324.0,909.0,323.0,1.8661,59800.0,0,1,0,0,0
-118.02,34.12,37.0,2250.0,360.0,989.0,329.0,6.1536,366000.0,0,1,0,0,0
-119.01,36.05,27.0,1127.0,294.0,839.0,276.0,1.3807,53100.0,0,1,0,0,0
-118.45,34.22,24.0,3442.0,1168.0,4625.0,1097.0,2.0699,183000.0,1,0,0,0,0
-117.05,32.56,22.0,2172.0,563.0,2049.0,524.0,2.0159,139300.0,0,0,0,0,1
-120.83,37.07,16.0,3736.0,761.0,1942.0,730.0,2.5598,120200.0,0,1,0,0,0
-121.06,39.21,52.0,1452.0,309.0,637.0,299.0,2.2083,103900.0,0,1,0,0,0
-121.62,39.15,23.0,1984.0,528.0,1043.0,452.0,1.9375,65300.0,0,1,0,0,0
-122.43,37.76,52.0,1582.0,353.0,868.0,329.0,3.8261,250000.0,0,0,0,1,0
-121.37,38.69,29.0,2103.0,380.0,1124.0,387.0,3.0833,87000.0,0,1,0,0,0
-117.14,32.8,35.0,1267.0,212.0,710.0,204.0,2.5368,169600.0,0,0,0,0,1
-118.48,34.42,21.0,1375.0,259.0,728.0,258.0,5.0166,229000.0,1,0,0,0,0
-118.31,34.28,34.0,3258.0,610.0,1810.0,633.0,5.1145,219900.0,1,0,0,0,0
-117.38,34.12,17.0,5959.0,1208.0,4115.0,1088.0,2.4053,105200.0,0,1,0,0,0
-117.05,32.75,29.0,2767.0,612.0,1437.0,587.0,2.8306,142900.0,0,0,0,0,1
-118.4,33.97,38.0,1089.0,174.0,502.0,180.0,7.5953,434800.0,1,0,0,0,0
-117.9,33.64,28.0,2466.0,507.0,1081.0,465.0,3.9375,339800.0,1,0,0,0,0
-117.25,34.51,7.0,3200.0,477.0,1522.0,470.0,4.6914,142200.0,0,1,0,0,0
-118.64,34.19,33.0,3017.0,494.0,1423.0,470.0,5.6163,248400.0,1,0,0,0,0
-119.73,36.73,7.0,2461.0,647.0,1587.0,551.0,1.4007,225000.0,0,1,0,0,0
-118.35,34.1,24.0,5477.0,1803.0,2863.0,1755.0,1.845,237500.0,1,0,0,0,0
-120.36,36.13,29.0,1938.0,434.0,1306.0,415.0,3.0134,55500.0,0,1,0,0,0
-118.43,34.21,17.0,3667.0,1209.0,2636.0,1054.0,2.425,175500.0,1,0,0,0,0
-118.39,33.83,32.0,2075.0,539.0,954.0,519.0,5.637,500001.0,0,0,0,0,1
-120.28,37.9,17.0,1047.0,212.0,530.0,196.0,2.1538,153300.0,0,1,0,0,0
-118.17,33.85,37.0,3714.0,708.0,1956.0,694.0,4.2218,200500.0,1,0,0,0,0
-117.64,35.61,10.0,2656.0,506.0,1349.0,501.0,4.25,83200.0,0,1,0,0,0
-119.46,35.13,46.0,2745.0,543.0,1423.0,482.0,2.1955,26900.0,0,1,0,0,0
-122.35,37.95,42.0,1485.0,290.0,971.0,303.0,3.6094,114600.0,0,0,0,1,0
-119.7,36.3,10.0,956.0,201.0,693.0,220.0,2.2895,62000.0,0,1,0,0,0
-122.28,37.91,48.0,2083.0,298.0,685.0,286.0,7.3089,331200.0,0,0,0,1,0
-118.39,34.02,38.0,2521.0,647.0,1091.0,597.0,4.1296,322900.0,1,0,0,0,0
-119.04,35.95,25.0,1009.0,246.0,994.0,222.0,1.8462,55800.0,0,1,0,0,0
-118.07,33.97,36.0,1265.0,273.0,1052.0,253.0,4.8929,156200.0,1,0,0,0,0
-118.15,33.77,27.0,3043.0,787.0,1398.0,747.0,3.5528,271100.0,0,0,0,0,1
-120.48,37.3,49.0,2919.0,719.0,1956.0,679.0,1.5427,88500.0,0,1,0,0,0
-119.82,36.75,41.0,1022.0,209.0,741.0,213.0,2.0781,48800.0,0,1,0,0,0
-119.02,35.34,38.0,1463.0,294.0,692.0,295.0,2.3125,65800.0,0,1,0,0,0
-119.14,36.29,36.0,788.0,181.0,405.0,180.0,1.47,61900.0,0,1,0,0,0
-122.3,37.55,35.0,3675.0,735.0,1930.0,715.0,3.9833,342800.0,0,0,0,0,1
-117.98,33.71,26.0,1905.0,373.0,1098.0,368.0,4.8611,229600.0,1,0,0,0,0
-118.26,33.95,44.0,1481.0,329.0,999.0,315.0,1.5147,94600.0,1,0,0,0,0
-118.16,33.97,23.0,1516.0,457.0,1977.0,435.0,2.3068,157800.0,1,0,0,0,0
-117.19,32.77,16.0,3273.0,670.0,1305.0,671.0,4.1368,151000.0,0,0,0,0,1
-118.45,34.05,28.0,801.0,399.0,936.0,406.0,2.1875,181300.0,1,0,0,0,0
-118.08,33.91,30.0,3259.0,942.0,2744.0,895.0,2.8608,165600.0,1,0,0,0,0
-119.76,36.75,35.0,2347.0,526.0,1676.0,481.0,1.6548,49400.0,0,1,0,0,0
-120.86,37.53,18.0,2829.0,732.0,1751.0,712.0,1.6445,156900.0,0,1,0,0,0
-121.99,36.96,42.0,1275.0,272.0,451.0,200.0,4.7321,422400.0,0,0,0,0,1
-118.09,34.16,45.0,2199.0,358.0,942.0,353.0,5.0393,321100.0,0,1,0,0,0
-117.01,32.81,21.0,4203.0,618.0,1620.0,600.0,5.3441,193500.0,1,0,0,0,0
-122.04,37.37,23.0,5135.0,911.0,2351.0,863.0,5.2319,430100.0,1,0,0,0,0
-118.0,33.66,16.0,2809.0,708.0,1260.0,638.0,3.2353,252900.0,0,0,0,0,1
-117.24,33.05,15.0,3029.0,555.0,1559.0,546.0,5.3129,169200.0,0,0,0,0,1
-119.88,36.81,30.0,2288.0,474.0,1435.0,425.0,1.3221,61200.0,0,1,0,0,0
-121.89,38.01,30.0,4114.0,743.0,1994.0,722.0,4.2227,134400.0,0,1,0,0,0
-121.92,36.62,47.0,1811.0,401.0,948.0,375.0,3.0379,249300.0,0,0,0,0,1
-124.17,40.74,17.0,2026.0,338.0,873.0,313.0,4.0357,128900.0,0,0,0,0,1
-119.11,34.33,14.0,4026.0,769.0,1825.0,671.0,3.5541,191800.0,1,0,0,0,0
-121.96,38.36,11.0,3208.0,790.0,1772.0,694.0,2.7434,218800.0,0,1,0,0,0
-117.06,34.87,14.0,3348.0,619.0,1756.0,557.0,3.5987,91400.0,0,1,0,0,0
-118.3,34.03,37.0,2781.0,766.0,2586.0,729.0,1.8564,187500.0,1,0,0,0,0
-121.64,37.14,14.0,5487.0,1024.0,2823.0,979.0,4.175,229800.0,1,0,0,0,0
-117.07,32.79,25.0,2489.0,314.0,911.0,309.0,7.8336,277600.0,0,0,0,0,1
-121.25,38.13,25.0,1305.0,270.0,789.0,235.0,3.2993,91100.0,0,1,0,0,0
-121.71,36.88,19.0,2528.0,554.0,2332.0,492.0,3.7766,177000.0,1,0,0,0,0
-118.3,33.79,9.0,2782.0,884.0,1790.0,748.0,2.9154,203300.0,1,0,0,0,0
-121.98,38.36,24.0,2434.0,630.0,1538.0,574.0,2.1067,101100.0,0,1,0,0,0
-122.6,38.24,16.0,1410.0,209.0,741.0,229.0,4.725,204500.0,1,0,0,0,0
-119.78,36.84,7.0,4907.0,1075.0,2014.0,909.0,3.2147,111900.0,0,1,0,0,0
-117.8,33.53,41.0,2017.0,489.0,783.0,403.0,4.1591,500001.0,1,0,0,0,0
-120.87,37.07,26.0,2036.0,401.0,1343.0,414.0,3.6331,88600.0,0,1,0,0,0
-117.22,32.74,52.0,1260.0,202.0,555.0,209.0,7.2758,345200.0,0,0,0,0,1
-119.06,34.36,52.0,1409.0,359.0,981.0,304.0,2.7951,199300.0,1,0,0,0,0
-122.05,37.68,32.0,2015.0,318.0,1019.0,340.0,6.1104,240700.0,0,0,0,1,0
-121.36,38.69,13.0,6850.0,1400.0,4251.0,1421.0,3.6989,93300.0,0,1,0,0,0
-118.13,33.86,45.0,1320.0,256.0,645.0,256.0,4.4,209500.0,1,0,0,0,0
-121.55,37.37,39.0,759.0,141.0,252.0,106.0,3.6964,262500.0,0,1,0,0,0
-117.94,33.8,23.0,2757.0,734.0,1811.0,707.0,2.8,214300.0,1,0,0,0,0
-121.92,36.55,37.0,2190.0,419.0,490.0,300.0,3.7852,465800.0,0,0,0,0,1
-116.43,33.78,17.0,4293.0,712.0,1091.0,464.0,6.1437,232100.0,0,1,0,0,0
-118.22,34.09,40.0,1081.0,282.0,970.0,263.0,1.875,150000.0,1,0,0,0,0
-117.05,32.77,33.0,3535.0,683.0,1568.0,672.0,2.8097,158300.0,0,0,0,0,1
-117.21,32.81,26.0,2496.0,407.0,1062.0,380.0,5.5413,302100.0,0,0,0,0,1
-121.92,37.29,35.0,2189.0,307.0,800.0,320.0,7.6659,426900.0,1,0,0,0,0
-124.17,40.8,52.0,661.0,316.0,392.0,244.0,0.957,60000.0,0,0,0,0,1
-122.22,37.81,52.0,1971.0,335.0,765.0,308.0,6.5217,273700.0,0,0,0,1,0
-122.16,37.71,36.0,666.0,132.0,366.0,134.0,3.4643,175000.0,0,0,0,1,0
-119.05,35.4,18.0,1894.0,319.0,846.0,317.0,3.8611,126400.0,0,1,0,0,0
-122.27,37.73,31.0,5785.0,1379.0,2973.0,1312.0,3.2689,231000.0,0,0,0,1,0
-122.74,38.43,11.0,4670.0,1007.0,2430.0,962.0,3.0341,142300.0,1,0,0,0,0
-122.29,37.52,33.0,4104.0,751.0,1837.0,771.0,5.3506,388100.0,0,0,0,0,1
-121.3,38.25,27.0,2475.0,548.0,1703.0,517.0,2.5727,86100.0,0,1,0,0,0
-120.96,37.67,18.0,1442.0,229.0,538.0,220.0,4.2969,163200.0,0,1,0,0,0
-118.37,34.18,35.0,2949.0,794.0,2106.0,746.0,2.9228,177300.0,1,0,0,0,0
-117.1,32.83,16.0,4214.0,744.0,1820.0,699.0,4.3783,179500.0,1,0,0,0,0
-117.9,33.93,12.0,4325.0,1191.0,1897.0,1080.0,3.3173,247400.0,1,0,0,0,0
-118.86,34.22,22.0,1230.0,200.0,673.0,195.0,6.2708,251400.0,1,0,0,0,0
-117.91,33.71,16.0,3113.0,783.0,1719.0,715.0,3.6505,145700.0,1,0,0,0,0
-121.26,37.95,39.0,1841.0,428.0,1368.0,390.0,2.1583,62000.0,0,1,0,0,0
-116.45,32.65,22.0,2680.0,643.0,1644.0,516.0,2.1949,127100.0,0,1,0,0,0
-120.93,39.96,15.0,1666.0,351.0,816.0,316.0,2.9559,118800.0,0,1,0,0,0
-117.23,32.8,21.0,2429.0,579.0,1011.0,538.0,3.225,229400.0,0,0,0,0,1
-118.15,34.17,36.0,930.0,280.0,1024.0,300.0,1.0846,146400.0,1,0,0,0,0
-118.02,33.82,21.0,2052.0,456.0,1173.0,432.0,3.7885,204500.0,1,0,0,0,0
-123.38,41.8,25.0,1941.0,477.0,1000.0,390.0,2.2976,54400.0,0,1,0,0,0
-118.14,33.93,32.0,2065.0,438.0,1075.0,442.0,4.4279,226400.0,1,0,0,0,0
-119.85,34.48,23.0,1915.0,277.0,724.0,267.0,6.2987,348200.0,0,0,0,0,1
-118.16,34.06,27.0,1675.0,274.0,785.0,275.0,5.828,301100.0,1,0,0,0,0
-122.06,37.54,20.0,6483.0,1068.0,3526.0,1060.0,5.0838,248200.0,0,0,0,1,0
-121.84,37.37,28.0,1579.0,339.0,1252.0,353.0,4.1615,214800.0,1,0,0,0,0
-118.25,34.09,52.0,1866.0,470.0,1211.0,417.0,2.935,189400.0,1,0,0,0,0
-117.96,33.68,18.0,2594.0,539.0,817.0,485.0,2.3674,219200.0,1,0,0,0,0
-122.52,37.92,47.0,793.0,163.0,334.0,151.0,5.8509,317800.0,0,0,0,1,0
-119.25,35.79,8.0,3271.0,797.0,2700.0,688.0,1.7418,62200.0,0,1,0,0,0
-118.43,34.11,27.0,10806.0,1440.0,3511.0,1352.0,12.7296,500001.0,1,0,0,0,0
-118.43,34.29,38.0,1704.0,347.0,1384.0,374.0,2.865,155500.0,1,0,0,0,0
-121.33,37.98,10.0,1564.0,397.0,643.0,347.0,2.7031,150000.0,0,1,0,0,0
-118.42,34.14,27.0,3990.0,892.0,1417.0,800.0,4.0439,500001.0,1,0,0,0,0
-117.84,33.79,37.0,2733.0,460.0,1378.0,476.0,5.3041,235700.0,1,0,0,0,0
-122.86,38.61,52.0,1753.0,380.0,982.0,380.0,3.4013,183300.0,1,0,0,0,0
-117.95,33.82,35.0,1068.0,190.0,514.0,174.0,4.0735,208700.0,1,0,0,0,0
-118.29,33.84,23.0,3626.0,799.0,2321.0,731.0,4.7393,237900.0,1,0,0,0,0
-121.28,38.59,3.0,4188.0,1136.0,2081.0,995.0,3.0481,92500.0,0,1,0,0,0
-119.0,35.36,35.0,1021.0,280.0,1258.0,239.0,1.7375,48600.0,0,1,0,0,0
-117.74,35.65,15.0,2357.0,484.0,1110.0,442.0,3.1755,81700.0,0,1,0,0,0
-122.03,37.37,16.0,3402.0,1193.0,1479.0,1043.0,3.5861,500001.0,1,0,0,0,0
-122.26,37.85,52.0,2643.0,626.0,1212.0,620.0,1.9167,159200.0,0,0,0,1,0
-118.16,34.68,9.0,4303.0,900.0,2240.0,861.0,3.7807,110900.0,0,1,0,0,0
-122.04,36.96,44.0,1294.0,269.0,645.0,259.0,3.2437,223900.0,0,0,0,0,1
-121.92,37.24,26.0,6777.0,1051.0,3319.0,1061.0,6.3663,279400.0,1,0,0,0,0
-121.49,38.53,40.0,2966.0,536.0,1225.0,505.0,3.125,130600.0,0,1,0,0,0
-117.89,34.1,27.0,3341.0,728.0,1762.0,679.0,2.9437,180400.0,1,0,0,0,0
-117.02,34.03,19.0,4415.0,648.0,1627.0,619.0,4.2361,191600.0,0,1,0,0,0
-119.51,34.4,15.0,1112.0,256.0,411.0,245.0,2.0625,314300.0,0,0,0,0,1
-117.2,34.04,24.0,1587.0,222.0,676.0,234.0,6.0715,173400.0,0,1,0,0,0
-118.21,33.93,36.0,1337.0,382.0,1769.0,393.0,2.6953,121000.0,1,0,0,0,0
-118.02,33.98,23.0,1995.0,306.0,707.0,293.0,8.6677,332700.0,1,0,0,0,0
-122.0,37.96,32.0,3364.0,666.0,1980.0,678.0,3.7,179000.0,0,1,0,0,0
-118.13,34.69,32.0,3670.0,765.0,1986.0,673.0,3.682,108800.0,0,1,0,0,0
